Symbol,lung_tsne2d_hier_clust,brain_tsne2d_hier_clust,pbmc_tsne2d_hier_clust,liver_tsne2d_hier_clust,colon_tsne2d_hier_clust,gut_tsne2d_hier_clust,heart_tsne2d_hier_clust,kidney_tsne2d_hier_clust,retina_tsne2d_hier_clust
ALG11,7,117,11,6,111,87,130,21,90
ALG12,104,125,34,33,127,70,107,1,56
ALG13,39,60,95,76,15,98,70,40,73
ALG14,105,83,27,33,128,63,107,3,38
ALG1L,36,50,53,66,53,48,28,135,127
ALG1L2,72,44,70,36,35,1,10,135,146
ALG2,91,84,26,99,125,62,101,8,44
ALG3,9,120,17,2,116,86,121,21,85
ALG5,102,125,18,2,115,71,123,29,60
ALG6,104,125,34,33,115,69,110,29,57
ALG8,7,109,12,7,114,86,127,23,89
ALG9,6,111,9,13,109,80,149,22,88
ALG9-IT1,64,,,18,89,7,11,81,114
ALK,32,2,84,93,48,47,62,140,11
ALKAL1,60,42,110,25,35,31,48,79,112
ALKAL2,117,74,39,100,135,41,64,12,43
ALKBH1,68,39,75,20,28,17,46,82,18
ALKBH2,51,38,66,88,61,11,39,58,114
ALKBH3,61,93,111,121,43,147,25,118,126
ALKBH4,20,17,124,66,66,144,82,64,100
ALKBH5,112,106,110,114,39,23,115,90,122
ALKBH7,53,41,77,61,50,7,43,143,113
ALKBH8,61,38,121,128,31,149,4,113,115
ALL1,25,96,100,113,70,108,135,120,83
ALLC,54,27,118,128,57,8,87,137,108
ALMS1,28,70,56,81,25,115,145,69,64
ALOX12,63,51,71,83,92,52,46,114,143
ALOX12B,49,75,35,8,130,73,107,36,53
ALOX12P2,61,12,59,115,44,8,16,73,111
ALOX15,32,52,86,67,83,36,11,138,18
ALOX15B,32,50,78,93,45,145,44,56,134
ALOX5,109,12,88,92,46,132,64,70,47
ALOX5AP,99,87,45,106,125,78,108,8,39
ALOXE3,49,7,88,104,46,47,88,123,46
ALPG,120,74,27,133,124,68,102,13,42
ALPI,116,85,23,99,73,66,116,9,44
ALPK1,110,1,79,22,47,55,49,15,10
ALPK2,52,34,78,23,50,15,31,113,116
ALPK3,66,105,125,38,29,20,19,93,117
ALPL,94,22,44,99,78,60,59,87,44
ALPP,49,75,24,1,130,88,112,36,53
ALS2,77,50,86,87,82,48,62,139,134
ALS2CL,97,2,84,104,48,45,57,124,127
ALX1,13,15,72,57,64,142,85,71,94
ALX3,53,35,60,30,56,11,51,55,116
ALX4,24,25,128,68,68,129,82,61,96
ALYREF,4,9,6,48,9,94,100,105,35
AMACR,85,115,31,39,106,59,139,85,50
AMBN,69,52,78,29,88,19,42,141,142
AMBP,75,30,82,103,81,51,46,141,16
AMBRA1,89,90,49,38,97,23,118,90,120
AMD1,110,6,89,92,45,132,65,50,8
AMDHD1,63,68,100,59,83,48,32,88,11
AMDHD2,88,100,65,64,33,1,12,96,18
AMELY,101,79,47,98,76,36,101,27,45
AMER1,54,37,115,57,59,144,93,58,95
AMER2,79,47,82,59,100,5,47,77,18
AMER3,84,64,,19,,14,43,73,122
AMFR,11,126,15,8,112,84,126,20,85
AMH,59,28,63,118,40,10,14,113,115
AMHR2,114,67,45,101,126,42,102,13,40
AMIGO1,3,116,13,14,111,80,131,19,91
AMIGO2,100,76,34,133,129,68,111,10,39
AMIGO3,107,125,35,2,123,70,113,31,55
AMMECR1,20,16,55,65,22,124,82,65,100
AMMECR1L,69,35,118,23,56,12,87,136,116
AMN,16,30,57,90,115,79,40,25,1
AMN1,67,103,124,117,57,149,9,137,118
AMOT,13,58,58,70,17,118,146,67,65
AMOTL1,22,24,120,129,61,147,60,53,96
AMOTL2,18,58,1,70,17,117,145,67,65
AMPD1,64,42,109,32,34,31,21,73,112
AMPD2,57,36,127,23,56,141,5,117,107
AMPD3,34,49,78,82,92,19,1,139,143
AMPH,34,3,87,108,49,132,83,135,125
AMT,70,42,68,36,35,18,11,79,146
AMTN,109,21,40,98,49,53,59,15,2
AMY1A,19,36,66,125,64,15,3,59,116
AMY1B,56,46,76,30,91,3,8,141,113
AMY1C,120,66,27,102,135,41,64,125,7
AMY2A,79,48,68,35,90,5,45,77,26
AMY2B,64,48,68,32,89,5,52,143,146
AMZ1,35,14,54,68,63,125,89,51,99
AMZ2,114,85,22,108,134,41,56,13,6
AMZ2P1,70,113,108,29,33,30,13,,24
ANAPC1,44,73,107,112,67,107,138,49,79
ANAPC10,29,24,123,113,70,108,61,121,101
ANAPC11,17,70,56,69,17,117,71,68,68
ANAPC13,50,95,107,42,3,106,141,128,82
ANAPC15,43,72,98,47,1,102,75,41,78
ANAPC16,44,73,107,121,67,107,135,121,82
ANAPC2,25,71,124,135,68,114,136,62,81
ANAPC4,44,73,107,121,67,103,138,121,82
ANAPC5,44,73,105,113,67,112,135,49,83
ANAPC7,44,73,107,112,2,103,138,128,82
ANG,77,30,82,136,93,35,52,17,14
ANGEL1,81,104,49,35,94,20,115,102,117
ANGEL2,85,114,31,49,104,133,96,130,30
ANGPT1,77,6,80,83,83,49,33,124,12
ANGPT2,108,1,85,110,85,45,47,139,12
ANGPT4,38,7,88,111,46,131,84,125,127
ANGPTL2,69,39,76,32,91,4,11,115,141
ANGPTL3,53,50,71,82,51,136,29,141,133
ANGPTL4,56,37,71,57,50,15,7,114,93
ANGPTL5,3,92,110,120,29,23,115,131,48
ANGPTL6,74,101,75,119,44,27,25,109,114
ANGPTL7,65,47,69,24,90,7,1,80,146
ANGPTL8,57,34,59,23,50,13,11,135,132
ANIB1,22,24,127,130,66,33,136,117,101
ANK1,113,68,42,107,75,41,117,9,41
ANK2,75,33,41,87,74,50,56,16,15
ANK3,114,74,21,95,135,43,104,13,48
ANKAR,65,3,88,124,41,19,3,81,103
ANKDD1A,53,50,78,20,50,16,33,114,133
ANKDD1B,27,113,74,25,40,140,5,48,112
ANKEF1,54,26,122,126,43,139,61,136,105
ANKFY1,97,6,46,108,71,132,83,141,127
ANKH,96,22,38,102,73,57,57,16,44
ANKHD1,43,54,102,72,15,103,67,40,78
ANKHD1-EIF4EBP3,44,54,107,73,67,112,67,49,79
ANKIB1,74,98,117,128,58,27,23,109,114
ANKK1,19,36,72,127,53,137,31,59,94
ANKLE1,41,74,47,126,23,132,1,69,71
ANKLE2,7,109,9,15,107,82,131,23,91
ANKMY1,14,70,100,66,62,126,72,58,49
ANKMY2,75,31,82,23,79,19,48,77,144
ANKRA2,54,24,115,117,41,130,60,58,106
ANKRD1,19,17,124,65,66,129,80,63,98
ANKRD10,26,16,54,66,23,122,92,66,70
ANKRD11,14,56,1,77,19,118,143,37,63
ANKRD11P2,69,40,109,26,36,4,33,80,113
ANKRD12,64,51,91,91,56,138,38,113,133
ANKRD13A,107,124,20,131,123,73,112,33,59
ANKRD13B,84,42,75,37,35,4,13,75,24
ANKRD13C,120,77,20,96,124,74,111,2,56
ANKRD13D,105,122,35,131,123,73,112,33,55
ANKRD16,77,52,54,103,83,50,53,89,16
ANKRD17,45,60,95,76,15,98,68,40,73
ANKRD18A,61,94,110,123,42,23,18,91,124
ANKRD18B,57,29,127,30,34,8,7,73,137
ANKRD19P,110,84,63,18,90,,1,111,138
ANKRD2,44,26,127,113,41,113,143,128,102
ANKRD20A1,36,45,128,16,64,141,90,70,135
ANKRD20A12P,87,100,70,118,30,21,17,74,117
ANKRD20A2P,36,45,128,16,64,143,90,70,128
ANKRD20A3P,82,42,113,18,28,4,14,81,138
ANKRD20A4P,36,45,128,16,64,2,90,70,129
ANKRD20A5P,74,49,77,118,36,35,52,78,146
ANKRD22,118,68,25,101,131,44,53,14,2
ANKRD23,28,70,56,74,25,123,73,69,66
ANKRD24,57,37,59,19,90,15,7,59,131
ANKRD26,120,75,37,31,121,74,104,35,53
ANKRD26P1,113,21,85,88,85,49,49,14,8
ANKRD27,97,31,84,94,82,17,63,140,143
ANKRD28,19,69,126,89,65,116,72,61,66
ANKRD29,57,37,62,56,56,141,31,57,95
ANKRD30A,53,19,89,58,68,12,38,71,92
ANKRD30B,55,25,111,130,68,140,22,72,101
ANKRD30BL,74,75,71,18,88,7,52,110,16
ANKRD31,57,93,98,118,43,4,9,73,139
ANKRD33,36,14,53,91,63,126,28,52,99
ANKRD33B,63,46,86,110,47,49,33,129,136
ANKRD34A,15,55,24,79,20,119,146,71,61
ANKRD34B,64,48,85,21,86,30,63,139,13
ANKRD34C,85,113,30,54,104,134,94,126,52
ANKRD35,58,28,114,24,58,29,4,111,116
ANKRD36,19,17,115,130,61,144,93,64,96
ANKRD36B,28,70,56,66,25,116,81,62,68
ANKRD36BP1,18,16,56,68,22,124,71,69,68
ANKRD36C,51,25,66,28,61,141,89,117,96
ANKRD37,28,94,89,60,23,65,35,120,125
ANKRD39,54,28,123,115,60,147,61,58,93
ANKRD40,69,45,51,88,86,136,86,111,140
ANKRD42,59,100,114,116,43,28,21,94,124
ANKRD44,62,51,80,90,92,141,39,113,135
ANKRD45,51,27,115,24,61,9,34,60,107
ANKRD46,6,111,8,11,108,79,147,22,87
ANKRD49,61,98,116,115,43,149,21,118,102
ANKRD50,30,73,105,72,42,112,138,128,83
ANKRD52,23,17,127,113,60,108,61,117,97
ANKRD53,20,69,120,126,61,11,23,54,101
ANKRD54,54,27,59,129,59,15,35,55,107
ANKRD55,80,107,101,49,37,148,114,131,119
ANKRD6,56,27,121,18,62,2,35,59,116
ANKRD65,20,102,60,26,58,1,11,113,114
ANKRD7,84,74,61,61,99,37,12,121,40
ANKRD9,78,88,41,67,79,34,26,89,17
ANKS1A,14,56,3,79,19,118,145,37,69
ANKS1B,36,3,86,93,45,142,79,70,125
ANKS3,26,26,128,113,69,108,61,63,97
ANKS4B,57,36,59,58,87,14,35,113,135
ANKS6,116,84,23,97,78,67,107,9,44
ANKUB1,12,40,119,60,35,6,91,90,118
ANKZF1,80,105,68,38,94,20,20,99,120
ANLN,4,11,31,53,104,93,99,106,35
ANO1,51,34,71,19,50,13,39,114,132
ANO10,102,125,18,4,118,69,124,27,57
ANO2,67,15,70,29,32,3,120,103,36
ANO3,57,51,63,82,32,8,5,116,116
ANO4,64,52,119,82,83,52,50,143,143
ANO5,105,87,22,101,73,41,103,9,41
ANO6,6,111,8,15,108,81,148,22,88
ANO7,111,108,101,38,37,20,114,131,121
ANO8,91,22,44,102,71,60,101,5,4
ANO9,23,5,100,21,55,137,38,56,94
ANOS1,2,62,97,52,5,95,99,42,29
ANP32A,111,108,112,38,39,148,140,133,121
ANP32A-IT1,68,97,127,115,31,9,16,94,118
ANP32B,111,92,110,38,39,148,115,133,121
ANP32C,73,97,113,116,44,29,16,75,113
ANP32E,47,64,102,45,5,106,143,129,76
ANPEP,104,77,18,7,119,70,126,4,56
ANTKMT,28,19,55,134,25,125,81,65,66
ANTXR1,8,121,17,5,117,72,124,28,58
ANTXR2,118,68,39,109,134,44,56,15,7
ANXA1,88,89,48,136,97,34,118,96,20
ANXA10,64,45,51,63,86,6,2,76,135
ANXA11,94,91,47,137,76,39,120,95,21
ANXA13,79,31,51,89,74,51,44,87,16
ANXA2,80,106,49,136,95,22,114,132,117
ANXA2P2,111,106,101,123,39,23,115,90,121
ANXA2R,31,26,105,73,70,107,138,121,101
ANXA3,118,67,26,101,72,44,54,17,9
ANXA4,83,47,52,64,101,34,52,83,18
ANXA5,85,115,30,39,106,59,139,130,49
ANXA6,81,89,51,136,97,6,24,97,27
ANXA7,83,44,81,98,98,18,9,73,140
ANXA8,49,74,25,132,130,74,101,35,40
ANXA8L1,70,40,76,32,86,7,11,81,25
ANXA9,49,66,46,107,132,43,54,125,9
AOAH,38,75,9,79,122,88,146,44,53
AOC1,51,27,56,134,66,126,28,54,96
AOC2,96,22,43,101,74,62,58,16,44
AOC3,105,79,25,133,127,78,108,2,39
AOC4P,46,41,121,115,60,23,,119,114
AOPEP,52,49,91,20,88,14,39,116,143
AOX1,63,51,60,59,56,19,51,78,136
AP1AR,116,67,27,95,126,45,105,9,7
AP1B1,75,2,46,108,84,132,64,142,127
AP1G1,78,52,84,109,79,145,62,78,135
AP1G2,118,66,46,95,133,46,56,88,46
AP1M1,28,16,57,80,22,117,80,69,67
AP1M2,113,66,26,131,72,43,103,15,7
AP1S1,79,31,84,101,75,52,53,76,10
AP1S2,96,21,38,100,74,49,56,89,11
AP1S3,75,2,46,95,85,47,65,139,127
AP2A1,82,41,81,111,96,130,31,93,131
AP2A2,81,40,77,94,96,141,37,103,137
AP2B1,63,16,90,79,51,124,80,63,70
AP2M1,71,4,78,92,86,123,91,117,129
AP2S1,79,46,80,94,100,137,30,109,133
AP3B1,81,101,60,58,96,140,34,91,114
AP3B2,83,45,82,82,101,7,48,89,14
AP3D1,88,33,41,86,97,5,44,96,18
AP3M1,97,20,39,109,71,49,55,89,11
AP3M2,108,1,86,90,83,48,62,139,135
AP3S1,93,84,47,100,77,62,117,5,44
AP3S2,95,32,39,94,75,52,55,89,11
AP4B1,77,1,87,87,82,50,63,139,135
AP4E1,118,66,25,106,134,46,104,14,46
AP4M1,74,35,126,29,92,140,7,137,104
AP4S1,64,48,80,59,86,3,43,76,142
AP5B1,33,3,88,81,54,142,88,51,99
AP5M1,62,29,64,20,91,12,51,142,95
AP5S1,62,34,89,65,50,141,34,56,95
AP5Z1,75,30,41,83,84,51,47,138,11
APAF1,36,3,90,68,55,142,33,52,99
APBA1,32,5,90,90,54,126,80,56,128
APBA2,77,2,89,94,47,48,62,134,127
APBA3,76,49,80,83,85,136,39,140,135
APBB1,91,85,34,96,128,56,102,5,6
APBB1IP,57,27,78,21,92,136,40,143,133
APBB2,103,123,36,2,127,75,123,1,55
APBB3,71,44,64,23,87,8,43,143,144
APC,27,16,54,81,21,117,73,69,71
APC2,54,29,121,30,59,139,21,136,93
APCDD1,38,18,39,136,131,66,44,124,10
APCDD1L,99,85,34,100,78,68,57,9,44
APCS,120,86,21,33,135,75,117,12,38
APEH,81,104,69,32,96,4,13,98,25
APEX1,42,54,100,76,67,97,137,44,77
APEX2,51,17,126,66,65,126,87,64,92
APH1A,101,79,21,131,73,75,111,16,38
APH1B,91,84,38,105,76,65,57,5,5
API5,48,65,97,49,4,92,77,106,31
API5P1,60,102,113,123,36,4,17,75,
APIP,16,8,88,109,46,47,49,70,127
APLF,44,72,103,42,3,105,140,128,75
APLN,26,37,126,23,64,136,30,52,130
APLNR,10,117,10,13,107,84,127,24,89
APLP1,32,37,89,59,62,136,36,59,131
APLP2,107,122,19,10,123,72,123,31,59
APMAP,93,82,47,137,97,60,119,84,1
APOA1,3,75,16,3,130,72,102,31,56
APOA2,105,123,35,3,121,78,107,2,38
APOA4,117,67,25,103,132,41,54,14,6
APOA5,116,81,45,99,125,66,107,8,38
APOB,9,117,14,7,114,86,130,24,84
APOBEC1,26,5,115,130,53,109,7,48,98
APOBEC2,27,3,117,27,83,118,24,45,98
APOBEC3A,63,52,83,59,82,19,11,77,141
APOBEC3B,2,11,6,46,10,92,98,105,36
APOBEC3C,2,11,96,52,11,94,99,108,35
APOBEC3D,4,11,7,48,10,93,100,106,35
APOBEC3F,2,11,6,48,10,93,99,106,35
APOBEC3G,74,40,75,117,32,29,14,73,110
APOBEC3H,60,44,59,18,90,9,1,111,142
APOBEC4,26,35,118,115,56,49,33,55,115
APOBR,93,97,47,60,86,47,43,78,146
APOC1,101,84,23,35,78,76,116,11,45
APOC2,101,81,23,137,126,76,116,11,45
APOC3,115,76,21,137,129,68,106,3,38
APOC4,101,81,42,137,125,76,107,11,45
APOD,9,118,16,6,116,89,121,21,86
APOE,98,80,32,54,105,63,125,4,52
APOF,110,21,43,103,133,41,54,13,8
APOH,108,32,40,103,84,53,53,138,11
APOL1,109,1,46,82,46,54,41,50,11
APOL2,9,117,15,7,113,86,130,20,89
APOL3,102,121,17,3,118,83,124,28,57
APOL4,94,36,124,127,69,60,86,64,124
APOL5,32,95,79,82,88,34,33,139,14
APOL6,51,3,91,82,53,142,38,56,133
APOLD1,59,35,62,23,56,11,35,73,131
APOM,107,122,19,5,117,72,124,26,59
APOO,87,113,31,55,103,134,94,126,52
APOOL,98,80,32,54,105,58,125,32,50
APP,38,66,24,33,134,118,111,62,70
APPBP2,37,13,24,131,46,121,84,66,47
APPL1,117,8,46,108,131,132,84,123,46
APPL2,108,6,46,95,134,46,64,123,46
APRG1,96,33,41,103,80,39,45,88,4
APRT,90,91,49,136,85,38,118,97,22
APTX,27,4,89,67,65,142,2,66,95
AQP1,12,55,24,79,18,119,144,39,61
AQP10,104,125,36,3,119,71,123,27,57
AQP11,38,114,117,55,74,48,38,12,33
AQP12B,113,84,47,101,73,62,119,5,4
AQP2,8,120,17,7,115,86,130,30,57
AQP3,6,109,8,12,108,81,147,25,88
AQP4,95,22,41,59,133,60,53,89,5
AQP5,109,1,86,89,133,45,55,124,10
AQP6,6,111,8,11,108,79,147,22,87
AQP7,91,22,42,101,78,62,101,8,44
AQP7P3,12,37,116,129,62,10,39,59,95
AQP8,95,84,42,99,78,68,106,5,44
AQP9,106,77,20,3,119,72,123,27,56
AQR,2,62,96,50,11,95,98,108,29
AR,40,59,92,75,14,97,70,45,72
ARAF,111,108,101,49,37,100,96,133,30
ARAP1,65,46,77,83,87,136,38,109,143
ARAP1-AS2,65,42,64,30,31,28,1,111,110
ARAP2,97,67,45,107,71,56,55,16,9
ARAP3,26,3,67,71,63,122,91,66,99
ARC,51,5,89,60,55,142,91,51,128
ARCN1,85,80,29,35,106,59,120,6,50
AREG,53,49,78,22,53,48,32,59,129
AREL1,103,76,35,96,129,64,102,1,56
ARF1,98,125,18,4,115,64,123,4,54
ARF3,81,100,68,17,94,24,13,102,24
ARF4,85,90,29,39,106,38,118,85,22
ARF5,98,127,32,4,115,63,126,4,57
ARF6,11,118,14,15,114,88,132,28,86
ARFGAP1,108,21,40,104,133,50,55,89,11
ARFGAP2,101,86,22,33,125,44,111,8,41
ARFGAP3,103,122,17,8,123,70,122,26,60
ARFGEF1,102,121,14,9,116,72,121,30,85
ARFGEF2,11,121,17,1,114,77,121,30,58
ARFGEF3,104,77,36,31,119,75,113,1,60
ARFIP1,99,76,36,4,119,68,110,7,54
ARFIP2,117,75,24,131,135,74,104,125,48
ARFRP1,78,31,84,87,81,52,47,89,14
ARG1,51,41,65,136,50,13,20,136,146
ARG2,88,89,49,63,96,30,13,100,20
ARGLU1,48,64,97,44,4,101,78,106,31
ARHGAP1,10,117,10,13,107,86,149,24,89
ARHGAP10,70,49,64,91,50,136,90,116,130
ARHGAP11A,66,92,110,119,38,25,25,91,124
ARHGAP11B,88,104,52,136,96,30,11,96,27
ARHGAP12,34,3,86,93,47,142,90,56,128
ARHGAP15,79,33,82,103,74,36,45,87,18
ARHGAP17,79,51,41,88,79,18,30,80,142
ARHGAP18,67,26,115,68,41,108,82,119,97
ARHGAP19,84,43,50,62,96,31,12,100,26
ARHGAP20,81,105,49,35,95,33,20,98,20
ARHGAP21,97,18,45,95,133,48,64,139,46
ARHGAP22,31,26,116,113,40,107,134,121,101
ARHGAP23,66,106,125,122,38,23,115,91,122
ARHGAP24,80,106,101,38,37,20,115,90,120
ARHGAP25,65,45,80,23,88,140,51,116,131
ARHGAP26,73,51,74,116,90,140,82,115,115
ARHGAP27,69,48,85,82,81,7,48,141,144
ARHGAP27P1,32,51,78,29,88,48,36,140,143
ARHGAP28,83,44,69,62,99,30,2,77,144
ARHGAP29,64,46,78,82,92,13,29,116,132
ARHGAP30,74,28,118,130,31,139,5,94,138
ARHGAP31,89,89,49,40,97,40,118,97,20
ARHGAP32,109,6,46,108,134,47,84,123,47
ARHGAP33,20,50,62,20,61,139,39,53,95
ARHGAP35,88,88,50,136,97,30,45,96,27
ARHGAP36,89,90,49,39,95,38,118,97,22
ARHGAP39,92,91,47,136,97,39,119,97,21
ARHGAP4,59,99,121,27,41,27,23,137,109
ARHGAP40,81,104,48,32,33,31,12,100,27
ARHGAP42,76,52,41,59,81,52,41,77,14
ARHGAP44,82,38,81,27,100,10,6,74,141
ARHGAP45,21,17,128,127,69,129,86,58,106
ARHGAP5,91,21,42,100,78,54,57,16,6
ARHGAP6,57,27,55,124,93,19,137,113,113
ARHGAP8,37,31,85,93,49,48,33,50,46
ARHGAP9,54,27,61,26,61,141,35,117,107
ARHGDIA,90,91,47,136,85,40,118,97,22
ARHGDIB,96,83,38,106,134,53,56,16,44
ARHGDIG,78,33,38,136,79,35,53,87,16
ARHGEF1,68,44,51,19,89,9,11,94,139
ARHGEF10,96,68,44,101,73,56,57,16,6
ARHGEF10L,80,107,49,40,95,20,114,99,120
ARHGEF11,77,49,84,94,83,145,63,139,12
ARHGEF12,76,1,41,105,80,19,47,76,15
ARHGEF15,60,103,109,37,29,4,21,92,111
ARHGEF16,82,42,51,32,98,29,9,73,141
ARHGEF17,58,42,68,62,33,24,17,75,145
ARHGEF18,82,47,81,61,99,3,2,82,144
ARHGEF19,46,72,104,43,3,106,76,128,75
ARHGEF2,61,26,116,125,41,108,60,119,101
ARHGEF25,53,35,65,91,50,18,93,113,143
ARHGEF26,88,91,49,63,97,40,24,95,21
ARHGEF28,73,46,60,23,90,13,43,111,136
ARHGEF3,20,37,71,21,64,144,93,113,92
ARHGEF33,69,38,118,27,36,9,4,115,137
ARHGEF34P,78,44,117,18,,3,6,142,141
ARHGEF35,69,40,60,29,90,8,1,112,141
ARHGEF37,57,35,126,127,56,15,51,136,132
ARHGEF38,70,99,71,116,56,31,5,100,110
ARHGEF39,112,97,109,34,30,28,17,92,118
ARHGEF4,82,40,70,26,34,26,9,94,110
ARHGEF40,64,30,82,67,81,19,47,76,12
ARHGEF5,20,17,128,21,66,127,35,61,96
ARHGEF6,33,12,88,92,46,126,83,70,125
ARHGEF7,110,8,87,92,49,122,83,50,127
ARHGEF9,21,24,128,125,60,130,61,117,106
ARID1A,40,59,92,75,14,97,70,44,72
ARID1B,40,59,92,75,14,97,70,45,72
ARID2,40,59,92,75,14,97,70,44,72
ARID3A,39,60,94,76,14,110,70,45,77
ARID3B,39,60,94,76,12,110,69,46,77
ARID3C,23,71,124,135,69,130,61,63,96
ARID4A,42,53,94,72,16,113,67,46,79
ARID4B,40,59,92,75,14,97,70,45,72
ARID5A,12,56,2,78,18,118,146,39,62
ARID5B,43,72,107,112,67,103,138,128,79
ARIH1,29,71,105,73,67,113,138,49,81
ARIH2,2,11,7,48,4,93,99,106,35
ARIH2OS,23,80,54,114,18,30,13,12,75
ARL1,88,89,50,67,97,6,46,96,27
ARL10,8,118,16,9,117,89,122,21,86
ARL11,34,50,64,56,54,145,63,135,134
ARL13A,79,89,50,36,99,30,24,82,19
ARL13B,6,111,8,11,108,79,147,22,87
ARL14,55,50,91,56,52,16,36,51,95
ARL14EP,53,37,89,60,53,140,93,55,95
ARL14EPL,79,38,59,28,32,53,7,57,113
ARL15,114,87,26,96,135,41,111,13,40
ARL16,52,37,89,84,55,136,27,50,133
ARL17A,100,79,21,133,129,67,111,2,38
ARL2,66,106,125,123,29,23,19,90,117
ARL2BP,77,51,80,84,52,50,27,116,143
ARL3,108,32,46,109,84,49,65,139,11
ARL4A,35,14,53,71,55,126,91,66,99
ARL4C,109,6,46,87,49,47,62,129,46
ARL4D,97,31,40,93,84,48,65,138,11
ARL5A,96,20,46,111,133,49,64,139,46
ARL5B,105,77,20,131,127,74,113,2,55
ARL6,79,52,64,59,100,5,48,77,144
ARL6IP1,10,126,15,13,112,84,130,20,85
ARL6IP4,46,63,102,41,3,106,76,128,76
ARL6IP5,6,109,8,12,108,81,148,25,88
ARL6IP6,104,77,20,2,119,77,110,1,56
ARL8A,101,83,27,96,126,44,101,8,42
ARL8B,8,121,17,10,116,72,124,26,85
ARL9,12,53,104,117,27,102,87,43,117
ARMC1,108,23,39,87,133,49,55,88,9
ARMC10,91,84,47,137,125,65,116,5,5
ARMC12,83,43,50,63,96,31,24,83,27
ARMC2,79,45,51,102,98,40,13,83,23
ARMC3,33,2,78,27,86,16,48,135,143
ARMC5,23,17,124,113,24,123,86,61,66
ARMC6,104,125,32,4,115,70,126,4,57
ARMC7,14,58,1,69,19,117,73,37,64
ARMC8,95,33,29,136,74,36,20,139,16
ARMC9,116,68,40,106,84,53,54,16,9
ARMCX1,31,25,100,115,70,149,61,53,101
ARMCX2,90,91,49,40,97,37,120,85,22
ARMCX3,98,80,32,54,105,58,125,6,50
ARMCX4,93,91,48,136,76,60,119,84,1
ARMCX5,63,52,77,87,51,14,41,112,132
ARMCX5-GPRASP2,68,41,109,118,29,21,19,101,117
ARMCX6,83,45,85,23,90,19,2,143,144
ARMH1,79,47,74,72,71,44,52,84,16
ARMH3,75,2,84,90,85,48,62,139,10
ARMH4,97,68,85,109,71,56,55,16,2
ARMS2,65,45,82,84,83,7,43,77,142
ARMT1,95,47,40,67,133,35,41,84,14
ARNT,29,73,106,113,70,112,138,49,83
ARNT2,14,58,1,69,19,117,145,37,65
ARNTL,24,71,56,73,27,114,72,62,81
ARNTL2,21,36,115,124,69,130,61,60,107
ARPC1A,88,104,51,110,96,8,52,101,26
ARPC1B,82,103,50,87,96,28,9,90,111
ARPC2,81,100,50,88,96,26,9,90,24
ARPC3,89,104,50,101,97,31,9,102,25
ARPC3P1,61,48,,134,33,32,5,,138
ARPC4,80,106,49,61,95,32,20,90,120
ARPC4-TTLL3,68,102,81,85,34,29,4,75,110
ARPC5,81,103,69,84,96,28,9,92,112
ARPC5L,81,100,50,87,96,24,9,102,25
ARPIN,83,46,80,82,88,19,2,116,144
ARPIN-AP3S2,52,45,70,19,,5,1,79,19
ARPP19,57,40,127,66,56,139,6,116,141
ARPP21,59,96,114,117,43,27,22,73,111
ARR3,104,35,24,11,66,74,40,89,109
ARRB1,112,93,69,118,28,107,18,119,110
ARRB2,47,92,101,122,39,106,140,129,123
ARRDC1,51,5,53,89,55,126,89,52,94
ARRDC1-AS1,32,89,66,65,62,60,45,65,99
ARRDC2,70,46,62,82,91,11,39,115,137
ARRDC3,32,8,88,92,46,132,83,70,127
ARRDC4,78,52,82,20,86,19,40,139,14
ARRDC5,66,52,106,32,89,4,12,82,145
ARSA,119,124,20,10,122,72,113,36,59
ARSB,3,119,16,5,110,89,112,34,58
ARSD,119,122,8,106,127,80,117,19,34
ARSF,114,68,25,104,134,56,57,14,6
ARSG,107,123,37,33,121,70,111,31,55
ARSH,65,52,114,22,93,12,60,116,133
ARSI,53,38,119,18,53,10,1,116,137
ARSJ,26,17,56,65,23,126,86,64,100
ARSK,6,110,8,11,109,79,131,19,87
ARSL,107,123,17,133,127,83,110,31,39
ART1,96,33,38,67,83,35,53,89,17
ART3,105,79,21,131,127,75,108,2,39
ART4,116,84,38,103,78,62,58,8,6
ART5,3,110,9,11,109,80,129,19,91
ARTN,49,78,,33,18,78,53,19,53
ARV1,7,109,11,6,113,82,131,23,89
ARVCF,115,66,26,100,71,41,104,13,43
ARX,62,51,65,85,52,15,30,113,135
AS3MT,62,31,87,93,48,56,49,125,12
ASAH1,120,68,25,33,134,45,58,14,2
ASAH2,51,4,117,30,53,141,21,59,133
ASAH2B,50,108,102,41,6,106,1,133,36
ASAP1,63,3,87,92,47,47,88,134,127
ASAP2,57,34,77,91,86,14,27,115,132
ASAP3,53,3,90,66,47,48,91,60,134
ASB1,81,105,49,35,96,32,20,98,20
ASB10,81,104,50,38,98,33,20,100,25
ASB11,88,88,52,63,97,40,24,95,27
ASB12,66,102,70,37,36,21,16,94,117
ASB13,51,17,66,58,64,143,35,54,92
ASB14,93,82,33,137,120,60,116,6,45
ASB15,23,26,121,25,69,130,61,63,97
ASB16,68,100,70,34,28,32,19,92,118
ASB16-AS1,72,33,74,27,88,19,10,79,146
ASB17,88,91,48,136,97,38,26,95,21
ASB18,66,106,125,123,38,21,115,90,122
ASB2,112,106,110,114,38,23,115,91,122
ASB3,29,73,123,112,70,112,135,120,80
ASB4,70,39,76,117,91,139,9,109,115
